"","X.2","X.1","X.x","Bed","SampleID","Year_planted","Species","Site","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Length_1_mm","Length_2_mm","Length_3_mm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","SampleID_standard","biovolume","Sample_age","mean_stem_elong","mean_leaf_length","mean_width","population","X.y","total_leaf_dry_mass_g","SLA","leaf_mass_per_area_g_m2","actual_leaf_dry_matter_content_perc","equivalent_water_thickness_cm","total_rehydrated_leaf_mass_g","LA","leaf_fresh_mass_g","LDMC_g_g","Dry_mass","total_leaf_dry_mass_mg","Wood_density_mg_mm3","Lat","Lon","Elevation_m"
"3106",3106,3106,3106,"SAB","H18Sa1",2018,"Salix arctica","Qikiqtaruk","2022",4,9.5,7.5,9,25,35,27,12,11,7,"H18SA1",285,4,10,29,8.5,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3107",3107,3107,3107,"SAB","H18Sa8",2018,"Salix arctica","Qikiqtaruk","2022",5,14.5,13.5,8,30,39,22,18,16,12,"H18SA8",978.75,4,15.3333333333333,30.3333333333333,14,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3108",3108,3108,3108,"SAB","H18Sa7",2018,"Salix arctica","Qikiqtaruk","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SA7",NA,4,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3109",3109,3109,3109,"SAB","KP16Sa15",2016,"Salix arctica","Kluane","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA15",NA,6,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3110",3110,3110,3110,"SAB","KP16Sa13",2016,"Salix arctica","Kluane","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA13",NA,6,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3111",3111,3111,3111,"AC","H15Sr29",2015,"Salix richardsonii","Qikiqtaruk","2022",6.4,9,6.5,5,26,20,21,11,16,20,"H15SR29",374.4,7,15.6666666666667,22.3333333333333,7.75,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3112",3112,3112,3112,"AC","HESr23",2013,"Salix richardsonii","Qikiqtaruk","2022",7,8,8.5,5,19,17,25,15,13,24,"HESR23",476,9,17.3333333333333,20.3333333333333,8.25,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3113",3113,3113,3113,"AC","HESr26",2013,"Salix richardsonii","Qikiqtaruk","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESR26",NA,9,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3114",3114,3114,3114,"AC","KLSrC13",2013,"Salix richardsonii","Kluane","2022",75,150,128,110,50,49,76,50,70,170,"KLSRC13",1440000,9,96.6666666666667,58.3333333333333,139,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3115",3115,3115,3115,"AC","H17Sr24",2017,"Salix richardsonii","Qikiqtaruk","2022",9.5,14,11,12,36,32,31,60,16,21,"H17SR24",1463,5,32.3333333333333,33,12.5,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3116",3116,3116,3116,"AC","H17Sr25",2017,"Salix richardsonii","Qikiqtaruk","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR25",NA,5,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3117",3117,3117,3117,"AC","H18Sr25",2018,"Salix richardsonii","Qikiqtaruk","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SR25",NA,4,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3118",3118,3118,3118,"AB","H15Sp25",2015,"Salix pulchra","Qikiqtaruk","2022",9,14,10,15,19,18,23,14,13,19,"H15SP25",1260,7,15.3333333333333,20,12,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3119",3119,3119,3119,"AB","PC16CESp7",2016,"Salix pulchra","Kluane","2022",32,71,64,20,48,44,51,260,110,340,"PC16CESP7",145408,6,236.666666666667,47.6666666666667,67.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3120",3120,3120,3120,"AB","H15Sp27",2015,"Salix pulchra","Qikiqtaruk","2022",6.5,18,16.5,15,16,18,18,11,7.5,4,"H15SP27",1930.5,7,7.5,17.3333333333333,17.25,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3121",3121,3121,3121,"AB","H15Sp29",2015,"Salix pulchra","Qikiqtaruk","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SP29",NA,7,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3122",3122,3122,3122,"AB","HESp29",2013,"Salix pulchra","Qikiqtaruk","2022",12,19,16,18,20,26,21,18,17,19,"HESP29",3648,9,18,22.3333333333333,17.5,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3123",3123,3123,3123,"AB","KLSpC13",2013,"Salix pulchra","Kluane","2022",36,108,97,31,47,42,41,70,9,27,"KLSPC13",377136,9,35.3333333333333,43.3333333333333,102.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3124",3124,3124,3124,"AB","KP16Sp33",2016,"Salix pulchra","Kluane","2022",33,65,44,35,35,33,45,20,50,145,"KP16SP33",94380,6,71.6666666666667,37.6666666666667,54.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3125",3125,3125,3125,"AB","H17Sp18",2017,"Salix pulchra","Qikiqtaruk","2022",4.5,11,9.9,9,20,19,23,11,18,18,"H17SP18",490.05,5,15.6666666666667,20.6666666666667,10.45,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3126",3126,3126,3126,"AB","H17Sp15",2017,"Salix pulchra","Qikiqtaruk","2022",5.5,4,4,9.5,20,23,17,9,9,7,"H17SP15",88,5,8.33333333333333,20,4,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3127",3127,3127,3127,"AB","H17Sp14",2017,"Salix pulchra","Qikiqtaruk","2022",4,8,7,9,18,21,19,11,7,13,"H17SP14",224,5,10.3333333333333,19.3333333333333,7.5,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3128",3128,3128,3128,"AB","H17Sp13",2017,"Salix pulchra","Qikiqtaruk","2022",11,12.5,12,8,19,20,22,37,18,26,"H17SP13",1650,5,27,20.3333333333333,12.25,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3129",3129,3129,3129,"AB","H17Sp10",2017,"Salix pulchra","Qikiqtaruk","2022",7.5,12,10,9,20,13,16,12,6,7,"H17SP10",900,5,8.33333333333333,16.3333333333333,11,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3130",3130,3130,3130,"AB","H17Sp12",2017,"Salix pulchra","Qikiqtaruk","2022",5,15.5,14,7,15,16,17,9,4,5,"H17SP12",1085,5,6,16,14.75,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3131",3131,3131,3131,"AB","KP17Sp12",2017,"Salix pulchra","Kluane","2022",31,33,20,15,38,43,40,48,35,64,"KP17SP12",20460,5,49,40.3333333333333,26.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3132",3132,3132,3132,"AB","KP17Sp9",2017,"Salix pulchra","Kluane","2022",9.5,23,19,18,39,24,31,58,22,45,"KP17SP9",4151.5,5,41.6666666666667,31.3333333333333,21,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3133",3133,3133,3133,"AB","PP17Sp15",2017,"Salix pulchra","Kluane","2022",29,57,58,23,74,64,31,320,250,370,"PP17SP15",95874,5,313.333333333333,56.3333333333333,57.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3134",3134,3134,3134,"AB","PP17Sp12",2017,"Salix pulchra","Kluane","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP17SP12",NA,5,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3135",3135,3135,3135,"AB","PP17Sp13",2017,"Salix pulchra","Kluane","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP17SP13",NA,5,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3136",3136,3136,3136,"AB","H18Sp29",2018,"Salix pulchra","Qikiqtaruk","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SP29",NA,4,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3137",3137,3137,3137,"JB","H15Sa10",2015,"Salix arctica","Qikiqtaruk","2022",3,30.5,34,13,37,21,24,45,50,26,"H15SA10",3111,7,40.3333333333333,27.3333333333333,32.25,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3138",3138,3138,3138,"JB","H15Sa11",2015,"Salix arctica","Qikiqtaruk","2022",1,2,3.5,8,20,10,NA,NA,NA,NA,"H15SA11",7,7,NA,NA,2.75,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3139",3139,3139,3139,"JB","H15Sa12",2015,"Salix arctica","Qikiqtaruk","2022",4,19,17,7,34,32,28,37,14,12,"H15SA12",1292,7,21,31.3333333333333,18,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3140",3140,3140,3140,"JB","H15Sa14",2015,"Salix arctica","Qikiqtaruk","2022",2.5,11,10,7,21,22,25,20,9,9,"H15SA14",275,7,12.6666666666667,22.6666666666667,10.5,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3141",3141,3141,3141,"JB","H15Sa3",2015,"Salix arctica","Qikiqtaruk","2022",4.5,16,19,8,25,19,52,12,5,25,"H15SA3",1368,7,14,32,17.5,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3142",3142,3142,3142,"JB","H15Sa7",2015,"Salix arctica","Qikiqtaruk","2022",4,19,13,10,20,21,36,22,19,7,"H15SA7",988,7,16,25.6666666666667,16,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3143",3143,3143,3143,"JB","H15Sa9",2015,"Salix arctica","Qikiqtaruk","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SA9",NA,7,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3144",3144,3144,3144,"JB","K15PSa10",2015,"Salix arctica","Kluane","2022",4,16,11,6,22,23,36,7,3,6,"K15PSA10",704,7,5.33333333333333,27,13.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3145",3145,3145,3145,"JB","K15PSa11",2015,"Salix arctica","Kluane","2022",8,32,21,12,55,58,49,32,39,46,"K15PSA11",5376,7,39,54,26.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3146",3146,3146,3146,"JB","K15PSa12",2015,"Salix arctica","Kluane","2022",7,29,27,13,46,39,34,19,9,18,"K15PSA12",5481,7,15.3333333333333,39.6666666666667,28,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3147",3147,3147,3147,"JB","K15PSa2",2015,"Salix arctica","Kluane","2022",4,23,19,12,37,41,38,28,30,15,"K15PSA2",1748,7,24.3333333333333,38.6666666666667,21,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3148",3148,3148,3148,"JB","K15PSa6",2015,"Salix arctica","Kluane","2022",7.9,32.5,28,9,44,53,42,30,20,22,"K15PSA6",7189,7,24,46.3333333333333,30.25,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3149",3149,3149,3149,"JB","K15PSa7",2015,"Salix arctica","Kluane","2022",6,49,48,20,49,56,40,21,17,21,"K15PSA7",14112,7,19.6666666666667,48.3333333333333,48.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3150",3150,3150,3150,"JB","K15PSa8",2015,"Salix arctica","Kluane","2022",4.5,25,26,9,41,40,32,20,16,19,"K15PSA8",2925,7,18.3333333333333,37.6666666666667,25.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3151",3151,3151,3151,"JB","K15PSa9",2015,"Salix arctica","Kluane","2022",8,35.5,36,12,31,26,38,15,13,7,"K15PSA9",10224,7,11.6666666666667,31.6666666666667,35.75,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3152",3152,3152,3152,"JB","H15Sa20",2015,"Salix arctica","Qikiqtaruk","2022",2.9,7,6,5,24,26,16,9,3,NA,"H15SA20",121.8,7,NA,22,6.5,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3153",3153,3153,3153,"JB","H15Sa19",2015,"Salix arctica","Qikiqtaruk","2022",4.5,19,17,11,26,30,24,27,31,39,"H15SA19",1453.5,7,32.3333333333333,26.6666666666667,18,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3154",3154,3154,3154,"JB","H15Sa18",2015,"Salix arctica","Qikiqtaruk","2022",3,7.5,4.5,6,15,18,12,8,NA,NA,"H15SA18",101.25,7,NA,15,6,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3155",3155,3155,3155,"JB","K15PSa15",2015,"Salix arctica","Kluane","2022",15.2,17,21,12,40,33,37,20,16,20,"K15PSA15",5426.4,7,18.6666666666667,36.6666666666667,19,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3156",3156,3156,3156,"JB","H17Sa17",2017,"Salix arctica","Qikiqtaruk","2022",3,18,11.5,10,23,30,30,9,35,24,"H17SA17",621,5,22.6666666666667,27.6666666666667,14.75,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3157",3157,3157,3157,"JB","KP17Sa9",2017,"Salix arctica","Kluane","2022",5,23,20,7,36,42,39,12,8,10,"KP17SA9",2300,5,10,39,21.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3158",3158,3158,3158,"JB","H17Sa18",2017,"Salix arctica","Qikiqtaruk","2022",10,47,25,16,49,32,36,40,28,26,"H17SA18",11750,5,31.3333333333333,39,36,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3159",3159,3159,3159,"JB","H17Sa20",2017,"Salix arctica","Qikiqtaruk","2022",2.5,40,39,12,39,33,50,54,46,23,"H17SA20",3900,5,41,40.6666666666667,39.5,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3160",3160,3160,3160,"JB","H15Sa15",2015,"Salix arctica","Qikiqtaruk","2022",2,9.5,6,9,23,24,16,19,22,8,"H15SA15",114,7,16.3333333333333,21,7.75,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3161",3161,3161,3161,"JB","H18Sa12",2018,"Salix arctica","Qikiqtaruk","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SA12",NA,4,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3162",3162,3162,3162,"EW","H17Sr30",2017,"Salix richardsonii","Qikiqtaruk","2022",14,27,22,18,38,32,28,24,25,13,"H17SR30",8316,5,20.6666666666667,32.6666666666667,24.5,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3163",3163,3163,3163,"EW","KP16Sr60",2016,"Salix richardsonii","Kluane","2022",55,45,32,18,45,29,51,120,90,70,"KP16SR60",79200,6,93.3333333333333,41.6666666666667,38.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3164",3164,3164,3164,"EW","KP16Sr58",2016,"Salix richardsonii","Kluane","2022",46,66,51,31,43,41,41,200,170,180,"KP16SR58",154836,6,183.333333333333,41.6666666666667,58.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3165",3165,3165,3165,"EW","KP16Sr57",2016,"Salix richardsonii","Kluane","2022",76,77,56,35,49,48,45,240,250,150,"KP16SR57",327712,6,213.333333333333,47.3333333333333,66.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3166",3166,3166,3166,"EW","PP17Sr16",2017,"Salix richardsonii","Kluane","2022",44,46,47,29,43,37,42,150,130,100,"PP17SR16",95128,5,126.666666666667,40.6666666666667,46.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3167",3167,3167,3167,"EW","H17Sr35",2017,"Salix richardsonii","Qikiqtaruk","2022",19,23,24,16,27,26,28,36,35,25,"H17SR35",10488,5,32,27,23.5,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3168",3168,3168,3168,"EW","H17Sr37",2017,"Salix richardsonii","Qikiqtaruk","2022",4,3,2,8,18,19,22,15,18,8,"H17SR37",24,5,13.6666666666667,19.6666666666667,2.5,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3169",3169,3169,3169,"EW","PP17Sr20",2017,"Salix richardsonii","Kluane","2022",39,51,69,23,40,42,38,95,80,200,"PP17SR20",137241,5,125,40,60,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3170",3170,3170,3170,"EW","PP17Sr19",2017,"Salix richardsonii","Kluane","2022",37,36,33,28,34,38,50,80,70,170,"PP17SR19",43956,5,106.666666666667,40.6666666666667,34.5,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3171",3171,3171,3171,"EW","H18Sr30",2018,"Salix richardsonii","Qikiqtaruk","2022",10,14,12,14,30,30,25,45,32,24,"H18SR30",1680,4,33.6666666666667,28.3333333333333,13,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3172",3172,3172,3172,"EW","KP18Sa8",2018,"Salix arctica","Kluane","2022",7,18,4,7,17,20,16,8,6,8,"KP18SA8",504,4,7.33333333333333,17.6666666666667,11,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3173",3173,3173,3173,"EW","KP18Sa9",2018,"Salix arctica","Kluane","2022",3.5,8.5,5,5,25,38,20,4,2,3,"KP18SA9",148.75,4,3,27.6666666666667,6.75,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3174",3174,3174,3174,"EW","H18Sr27",2018,"Salix richardsonii","Qikiqtaruk","2022",10,12,6,7,24,23,21,14,23,35,"H18SR27",720,4,24,22.6666666666667,9,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3175",3175,3175,3175,"EW","KP18Sa10",2018,"Salix arctica","Kluane","2022",4.5,17,9,7,38,25,46,13,5,4,"KP18SA10",688.5,4,7.33333333333333,36.3333333333333,13,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3176",3176,3176,3176,"EW","H18Sr29",2018,"Salix richardsonii","Qikiqtaruk","2022",3,13,8,6,19,22,25,5,4,3,"H18SR29",312,4,4,22,10.5,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3177",3177,3177,3177,"EW","H17Sr36",2017,"Salix richardsonii","Qikiqtaruk","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR36",NA,5,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3178",3178,3178,3178,"EW","KP18Sa5",2018,"Salix arctica","Kluane","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP18SA5",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3179",NA,NA,NA,NA,NA,NA,"Salix richardsonii","Common_garden","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR9",NA,NA,NA,NA,NA,"Northern",1,0.15,13.7566666666667,72.6920281075842,34.0136054421769,0.0141022534528713,0.532,2063.5,0.441,0.281954887218045,NA,NA,NA,NA,NA,NA
"3180",NA,NA,NA,NA,NA,NA,"Salix pulchra","Common_garden","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSPE4",NA,NA,NA,NA,NA,"Southern",2,0.097,12.8886597938144,77.5875859862422,40.2489626556017,0.0115181570948648,0.254,1250.2,0.241,0.381889763779528,NA,NA,NA,NA,NA,NA
"3181",NA,NA,NA,NA,NA,NA,"Salix richardsonii","Common_garden","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSRE10",NA,NA,NA,NA,NA,"Southern",3,0.216,15.237962962963,65.6255696664034,32.8267477203647,0.0134289360150696,0.731,3291.4,0.658,0.295485636114911,NA,NA,NA,NA,NA,NA
"3182",NA,NA,NA,NA,NA,NA,"Salix arctica","Common_garden","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA7",NA,NA,NA,NA,NA,"Southern",4,0.48,10.0679166666667,99.3254148905351,40.4040404040404,0.0146504986963539,1.283,4832.6,1.188,0.374123148869836,NA,NA,NA,NA,NA,NA
"3183",NA,NA,NA,NA,NA,NA,"Salix pulchra","Common_garden","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HERSP12",NA,NA,NA,NA,NA,"Northern",5,0.131,12.8381679389313,77.8927339755024,36.6946778711485,0.013437983113331,0.378,1681.8,0.357,0.346560846560847,NA,NA,NA,NA,NA,NA
"3184",NA,NA,NA,NA,NA,NA,"Salix richardsonii","Common_garden","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSRC13",NA,NA,NA,NA,NA,"Southern",6,0.431,9.19419953596288,108.764226411285,30.5240793201133,0.02475584828526,1.562,3962.7,1.412,0.275928297055058,NA,NA,NA,NA,NA,NA
"3185",NA,NA,NA,NA,NA,NA,"Salix arctica","Common_garden","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA9",NA,NA,NA,NA,NA,"Southern",7,0.455,10.5738461538462,94.5729666812164,34.5220030349014,0.0179376857683274,1.397,4811.1,1.318,0.325697924123121,NA,NA,NA,NA,NA,NA
"3186",NA,NA,NA,NA,NA,NA,"Salix richardsonii","Common_garden","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSRE14",NA,NA,NA,NA,NA,"Southern",8,0.276,13.5119565217391,74.0085270694232,32.2429906542056,0.0155525165580672,0.907,3729.3,0.856,0.304299889746417,NA,NA,NA,NA,NA,NA
"3187",NA,NA,NA,NA,NA,NA,"Salix arctica","Common_garden","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SA6",NA,NA,NA,NA,NA,"Southern",9,0.28,12.3503571428571,80.9693184118446,34.6534653465347,0.0152685000433764,0.857,3458.1,0.808,0.326721120186698,NA,NA,NA,NA,NA,NA
"3188",NA,NA,NA,NA,NA,NA,"Salix richardsonii","Common_garden","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SR2",NA,NA,NA,NA,NA,"Southern",10,0.281,15.5345195729537,64.3727664253642,31.8955732122588,0.0137450746815724,0.99,4365.2,0.881,0.283838383838384,NA,NA,NA,NA,NA,NA
"3189",NA,NA,NA,NA,NA,NA,"Salix pulchra","Common_garden","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP59",NA,NA,NA,NA,NA,"Southern",11,0.323,12.7693498452012,78.3125227300279,37.7777777777778,0.012898533155534,0.933,4124.5,0.855,0.346195069667738,NA,NA,NA,NA,NA,NA
"3190",NA,NA,NA,NA,NA,NA,"Salix richardsonii","Common_garden","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR35",NA,NA,NA,NA,NA,"Northern",12,0.182,15.9115384615385,62.8474740149867,29.3548387096774,0.0151248316585517,0.701,2895.9,0.62,0.25962910128388,NA,NA,NA,NA,NA,NA
"3191",NA,NA,NA,NA,NA,NA,"Salix arctica","Common_garden","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA2",NA,NA,NA,NA,NA,"Southern",13,0.391,10.6186700767263,94.1737517762952,37.3447946513849,0.0157999951829283,1.132,4151.9,1.047,0.345406360424028,NA,NA,NA,NA,NA,NA
"3192",NA,NA,NA,NA,NA,NA,"Salix arctica","Common_garden","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SA20",NA,NA,NA,NA,NA,"Northern",14,0.287,12.4101045296167,80.5794985540613,34.7037484885127,0.0151612993795098,0.914,3561.7,0.827,0.314004376367615,NA,NA,NA,NA,NA,NA
"3193",NA,NA,NA,NA,NA,NA,"Salix arctica","Common_garden","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SA12",NA,NA,NA,NA,NA,"Northern",15,0.315,10.7295238095238,93.2007811113084,35.15625,0.0171903662938635,0.994,3379.8,0.896,0.316901408450704,NA,NA,NA,NA,NA,NA
